osm_id,osm_type,name,amenity,cuisine,brand,operator,address,housenumber,postcode,phone,website,opening_hours,outdoor_seating,takeaway,delivery,wheelchair,latitude,longitude,search_postcode_sector,search_ward,search_constituency,is_chain_name,chain_matched,is_chain_brand,is_chain_website,is_chain,validated,validation_status,google_place_id,google_name,google_types,google_rating,google_user_ratings_total,google_price_level,google_vicinity,google_lat,google_lng,business_status,google_phone,google_phone_intl,google_website,google_opening_hours,google_photo_reference,search_type,data_source
123975998,way,Mowgli,restaurant,indian,,,Corn Street,35,BS1 1HT,,,,,,,no,51.4543209,-2.594968,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJg6x0y8aPcUgRCNPwr07KusQ,Mowgli Street Food Bristol,"restaurant,food,point_of_interest,establishment",4.4,1046,2,"35 Corn St, Bristol",51.454317,-2.5949902,OPERATIONAL,0117 990 3003,+44 117 990 3003,https://www.mowglistreetfood.com/restaurants/bristol/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""2130""}, ""open"": {""day"": 0, ""time"": ""1130""}}, {""close"": {""day"": 1, ""time"": ""2200""}, ""open"": {""day"": 1, ""time"": ""1130""}}, {""close"": {""day"": 2, ""time"": ""2200""}, ""open"": {""day"": 2, ""time"": ""1130""}}, {""close"": {""day"": 3, ""time"": ""2200""}, ""open"": {""day"": 3, ""time"": ""1130""}}, {""close"": {""day"": 4, ""time"": ""2200""}, ""open"": {""day"": 4, ""time"": ""1130""}}, {""close"": {""day"": 5, ""time"": ""2300""}, ""open"": {""day"": 5, ""time"": ""1130""}}, {""close"": {""day"": 6, ""time"": ""2300""}, ""open"": {""day"": 6, ""time"": ""1130""}}], ""weekday_text"": [""Monday: 11:30\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 11:30\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 11:30\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 11:30\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Friday: 11:30\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 11:30\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 11:30\u202fAM\u2009\u2013\u20099:30\u202fPM""]}",AcnlKN3X4MsARTysYfof6hGqKQ-C2-8y5gLeDah3lGsqkUQRmL_7_yJhDJJnMOSDaFahl0Zxl3_a8g-SPYqECN03O8B1FU3Qt7Zh_cKbZznkC5aLy9kIfPrIowLIpFAei_mubd8qpapmdr7NTmpTu8iqrLyVuvWDsyAcjeBQbz209OHciO01x3KvcFeZUnlUnpsHlFWkNL8in7MXGyQrylDZFzKiO-UtQJ85dm3gown2R6RdxAAnQrbIAXK62GDADxgkxaz9K2NFTgUqhByznRNPSQgcjrYCZtqwmPa2_m74JULQ3p4gkqXudD92NvZe6c_-nkSNhXppV9xa_TRoA-PQn3qtASThdIcjBpAfzbjstgIWi7NAc_RDGbtd54-sQ8YKNCNmFwZTj8Cw2I8NliO24lxISyxWshyD9XIBSwvOQ5GcvHpB,,OSM
13101183763,node,Mr Wolf's,bar,,,,Saint Nicholas Street,32,BS1 1TG,,https://www.mrwolfs.com/,,,,,,51.4537783,-2.5941937,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJmfZREniOcUgR_tkJmq541P4,Mr Wolfs,"night_club,point_of_interest,establishment",4.1,1062,,"32 St Nicholas St, Bristol",51.4538348,-2.594218,OPERATIONAL,0117 440 4089,+44 117 440 4089,http://www.mrwolfs.com/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 1, ""time"": ""0300""}, ""open"": {""day"": 0, ""time"": ""1800""}}, {""close"": {""day"": 2, ""time"": ""0300""}, ""open"": {""day"": 1, ""time"": ""2000""}}, {""close"": {""day"": 3, ""time"": ""0300""}, ""open"": {""day"": 2, ""time"": ""2000""}}, {""close"": {""day"": 4, ""time"": ""0300""}, ""open"": {""day"": 3, ""time"": ""1800""}}, {""close"": {""day"": 5, ""time"": ""0300""}, ""open"": {""day"": 4, ""time"": ""1800""}}, {""close"": {""day"": 6, ""time"": ""0400""}, ""open"": {""day"": 5, ""time"": ""1800""}}, {""close"": {""day"": 0, ""time"": ""0400""}, ""open"": {""day"": 6, ""time"": ""1800""}}], ""weekday_text"": [""Monday: 8:00\u202fPM\u2009\u2013\u20093:00\u202fAM"", ""Tuesday: 8:00\u202fPM\u2009\u2013\u20093:00\u202fAM"", ""Wednesday: 6:00\u202fPM\u2009\u2013\u20093:00\u202fAM"", ""Thursday: 6:00\u202fPM\u2009\u2013\u20093:00\u202fAM"", ""Friday: 6:00\u202fPM\u2009\u2013\u20094:00\u202fAM"", ""Saturday: 6:00\u202fPM\u2009\u2013\u20094:00\u202fAM"", ""Sunday: 6:00\u202fPM\u2009\u2013\u20093:00\u202fAM""]}",AcnlKN0XWjhpFV_eIDWpuNCUmeXmJvUHxFX-joJPeRpQcq-EkEpsqUB9lRZxd_R7H_hAHGpl3TvNt30yH1vcjCKBLwWlErT5vNaHBaun9q8ymPyvEils2xe9hAEYZcf1ApFZrJ8Mr_vfjthYuS1gh69MEHLh_9MAkPe_nBHsjf_RmUTdb1VG1oELvad7Hc03Jz8I2EZqmKMPeI7nzDeOJMnkiCInSwFwUUJY0BC-H0xEIBFOctVBVK4M4PuF0Jjs28sliZgddM1jMIWtt8yGx3NTtrwBqsDv1ZBh_QmqEHjJ61Kqdw,,OSM
296347559,way,Mrs Potts,cafe,,,,Park Street,50,BS1 5JN,,,,,,,,51.4544942,-2.6024852,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJvSByTNeNcUgRxe4twAHULBM,Mrs. Potts Chocolate House,"cafe,bakery,store,point_of_interest,food,establishment",4.5,1175,2,"50 Park St, Bristol",51.4545231,-2.6023816,OPERATIONAL,0117 302 1467,+44 117 302 1467,https://mrspottschocolatehouse.co.uk/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""2000""}, ""open"": {""day"": 0, ""time"": ""1000""}}, {""close"": {""day"": 1, ""time"": ""2000""}, ""open"": {""day"": 1, ""time"": ""1000""}}, {""close"": {""day"": 2, ""time"": ""2000""}, ""open"": {""day"": 2, ""time"": ""1000""}}, {""close"": {""day"": 3, ""time"": ""2000""}, ""open"": {""day"": 3, ""time"": ""1000""}}, {""close"": {""day"": 4, ""time"": ""2000""}, ""open"": {""day"": 4, ""time"": ""1000""}}, {""close"": {""day"": 5, ""time"": ""2000""}, ""open"": {""day"": 5, ""time"": ""1000""}}, {""close"": {""day"": 6, ""time"": ""2000""}, ""open"": {""day"": 6, ""time"": ""1000""}}], ""weekday_text"": [""Monday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20098:00\u202fPM""]}",AcnlKN1ZUmwQFIr4rrl7nBNOWbonCdoQzLfx-B1VmpLYy29bnDILZH9ZuDdHBB3s8j8Xa0KrQFNDpJPHGV1Bo3CV7sbUp05BumcWzHDUaSJZv4tOXxwZx2cfjZr8VFn3mUVmNd8l65ehjvHP_ThpO7AJb6F-A0mXZJbRnS5AeARy14PlZr2lq3OnRIqt8W4-MZf4uB4G_Ic3Dw8zRXUKVtcUR1S7QS8tUvGaQmH0NG5eCmLkX06T-4Z5rMsKz-nccpJex70TpsyyG0XSss4QRRJ1X5W3W0mk_09qCsX-SezEmb-0zl1cuB8HYaWsjAdeIIMbKfbOdKXY-y0Qv6X8g8MwwVVZm_HCpwBdvYZYU6PFD3iCps-dPQoBt-3sLXlKLvjdYJ-hXKPdP8J5UUH_Q6f2SszbHW8kkdgAyxT0Ev9g04A84RME,,OSM
3702092847,node,Mud Dock Cafe,cafe,,,,The Grove,40,BS1 4RB,,https://www.mud-dock.co.uk/,,,,,no,51.4492497,-2.5953873,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJn8Xw_tWNcUgRnB_1RmoOb90,Mud Dock Café,"cafe,bar,restaurant,point_of_interest,food,establishment",4.5,1958,2,"40 The Grove, Bristol",51.4492861,-2.5955056,OPERATIONAL,0117 934 9734,+44 117 934 9734,https://www.mud-dock.co.uk/cafe/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1600""}, ""open"": {""day"": 0, ""time"": ""0900""}}, {""close"": {""day"": 1, ""time"": ""1600""}, ""open"": {""day"": 1, ""time"": ""1000""}}, {""close"": {""day"": 2, ""time"": ""1600""}, ""open"": {""day"": 2, ""time"": ""1000""}}, {""close"": {""day"": 3, ""time"": ""1600""}, ""open"": {""day"": 3, ""time"": ""1000""}}, {""close"": {""day"": 4, ""time"": ""1600""}, ""open"": {""day"": 4, ""time"": ""1000""}}, {""close"": {""day"": 5, ""time"": ""1600""}, ""open"": {""day"": 5, ""time"": ""1000""}}, {""close"": {""day"": 6, ""time"": ""1600""}, ""open"": {""day"": 6, ""time"": ""0900""}}], ""weekday_text"": [""Monday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Tuesday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Wednesday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Thursday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Friday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM""]}",AcnlKN0auYEuPm3UmfMDWYtJHw82_UflfzAMhDjMRWSudwabT7L7qxKmrnrLI_1ZYYn0F5KcNpGK_lwiToJXpOl5vKpjtSZoQzpHZlYScWRhUEIUvb0vgGjYmWj_ZjT55kb9plNVG26cu0WZ99rAWrlcdGaSjvbYYIFmP1W1pYiNBIEoXduEn9LhLJZJn_eLoPdZ8zjduTYVHM8HzpTj2YHPRKIVzsmyyrB6Rgsxp-5pN5Jdu_LyXdBkdjGz3sZ5C55YFWF25av5lkm3jGSew2TsFkg-IquUls8aLWnlv1gZRVRyQA,,OSM
123982877,way,Mugshot,bar,,,,Saint Nicholas Street,18,BS1 1UB,,,,,,,,51.4539257,-2.593545,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJW_0Dhc2PcUgRasPDkJAw_40,Mugshot Restaurants Bristol,"restaurant,food,point_of_interest,establishment",4.7,933,3,"18 St Nicholas St, Bristol",51.4539481,-2.5935707,OPERATIONAL,029 2130 2084,+44 29 2130 2084,https://www.mugshotrestaurants.com/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""2100""}, ""open"": {""day"": 0, ""time"": ""1300""}}, {""close"": {""day"": 3, ""time"": ""2100""}, ""open"": {""day"": 3, ""time"": ""1700""}}, {""close"": {""day"": 4, ""time"": ""1500""}, ""open"": {""day"": 4, ""time"": ""1200""}}, {""close"": {""day"": 4, ""time"": ""2100""}, ""open"": {""day"": 4, ""time"": ""1700""}}, {""close"": {""day"": 5, ""time"": ""1500""}, ""open"": {""day"": 5, ""time"": ""1200""}}, {""close"": {""day"": 5, ""time"": ""2200""}, ""open"": {""day"": 5, ""time"": ""1700""}}, {""close"": {""day"": 6, ""time"": ""1500""}, ""open"": {""day"": 6, ""time"": ""1200""}}, {""close"": {""day"": 6, ""time"": ""2200""}, ""open"": {""day"": 6, ""time"": ""1700""}}], ""weekday_text"": [""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: 5:00\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 12:00\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u20099:00\u202fPM"", ""Friday: 12:00\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 12:00\u2009\u2013\u20093:00\u202fPM, 5:00\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 1:00\u2009\u2013\u20099:00\u202fPM""]}",AcnlKN3CZd-9huG9EdH0iK8byjxz1a0qcUFbvWrDkOe75Z3PlMkQklmA5PNNza00JRwPu9EM-MJnJPbHH9lfwRpCH2lP97VWZ0j7U3Quewgo6mWKWmFeKBpKJSWTL3LnhIcT_-WHIGupKpE1zKH0xlnC--zkTVQuq4zP3TMNys8Sr7WTFGehsIxZjd2Lv7iPBwOr_toDDqvR6q-oZHch4lYIe989FEkCnlSenvQXE8ht2yny2qEvTq_J0YT-By_0N2YnxTSNhs6YhHPJ-siXzWPvmVo_44eJjUHvgYWcPf2lasHDZg,,OSM
,,,,,,,,,,,,,,,,,,,BS4 2,Knowle,,,,,,,,,ChIJ03Pk6nCPcUgRIEMv0WG-eX4,My Treats,"meal_delivery,meal_takeaway,store,restaurant,point_of_interest,food,establishment",4,54,,"15 Broad Walk, Bristol",51.4339391,-2.5677777,OPERATIONAL,0117 244 0336,+44 117 244 0336,https://mytreatsbristol.co.uk/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""2200""}, ""open"": {""day"": 0, ""time"": ""1300""}}, {""close"": {""day"": 1, ""time"": ""2200""}, ""open"": {""day"": 1, ""time"": ""1300""}}, {""close"": {""day"": 2, ""time"": ""2200""}, ""open"": {""day"": 2, ""time"": ""1300""}}, {""close"": {""day"": 3, ""time"": ""2200""}, ""open"": {""day"": 3, ""time"": ""1300""}}, {""close"": {""day"": 4, ""time"": ""2200""}, ""open"": {""day"": 4, ""time"": ""1300""}}, {""close"": {""day"": 5, ""time"": ""2300""}, ""open"": {""day"": 5, ""time"": ""1400""}}, {""close"": {""day"": 6, ""time"": ""2300""}, ""open"": {""day"": 6, ""time"": ""1300""}}], ""weekday_text"": [""Monday: 1:00\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 1:00\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 1:00\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 1:00\u2009\u2013\u200910:00\u202fPM"", ""Friday: 2:00\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 1:00\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 1:00\u2009\u2013\u200910:00\u202fPM""]}",AcnlKN3j7t3GNh2_Mj5XjP6n8Z68RD5liWOyUlL1izxQ4wlfLUx1kdoDy2OJfmSM_zMuXlk0hKcVIEYoBJi7MuXnjV4X0iJXC0R5FstpNvDHNjUuqx3VCfQhpfPHDfms-u0LRMuLdPnASm92P40QG-lvd9wO9nuXWwI7L-UuFzJSrW3VlIesBOqFcK9i5L7BgReBgxjPP7c0be084OjLybH24iqWTU0wQ5xWEHXx2oXnU_2sAxULZ8JAMRn7_1UwAqCH0Fot3JfLApDZ9pVrwB-mPtziVIoWAgWhcV8pVcmS37A,restaurant,Google
,,,,,,,,,,,,,,,,,,,BS7 8,Horfield,,,,,,,,,ChIJ01QqQQGPcUgR0C02UMN91RY,MØD Coffee,"cafe,store,point_of_interest,food,establishment",4.9,156,,"360 Gloucester Road, Bristol",51.4833527,-2.5871691,OPERATIONAL,,,,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1600""}, ""open"": {""day"": 0, ""time"": ""0900""}}, {""close"": {""day"": 3, ""time"": ""1600""}, ""open"": {""day"": 3, ""time"": ""0800""}}, {""close"": {""day"": 4, ""time"": ""1600""}, ""open"": {""day"": 4, ""time"": ""0800""}}, {""close"": {""day"": 5, ""time"": ""1600""}, ""open"": {""day"": 5, ""time"": ""0800""}}, {""close"": {""day"": 6, ""time"": ""1600""}, ""open"": {""day"": 6, ""time"": ""0800""}}], ""weekday_text"": [""Monday: Closed"", ""Tuesday: Closed"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM""]}",AcnlKN2yJRydigL-GDYqxu0CwOWcyQYGNS1W6swrYSKo0XhTRzSQ1xhnCZ-5NXwL6CMXfzzhom-TmyuMZxqtm7mxDwnEN9ezzw_lWs16rQUScowzC8abYEaQUfkiIH6EC6y6jM9JG6LGKual30u8B-GIIB9uvGlbriBBnS18CsiygQ_vLTPpM6S-NrB-6__lXBU2_ZkBwYhJ1b5Z9PEs6ml08RqoZXcnKTIF7Jdpaou2YQ1mpTVrAqypqCndfynFE4YTXhw6ZVs5Zlue2w6WNRiwjY8_F9NllUb2yLF5yPdC8zB3NA,cafe,Google
471960814,way,Piccolino,restaurant,,,,Philadelphia Street,3,BS1 3BZ,,,,,,,yes,51.4569997,-2.5864826,BS1 2,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJhVT3QXeOcUgRdDbXjDtSS44,NCP Bristol Broadmead,"parking,point_of_interest,establishment",2.5,324,,"Lower Castle St, Bristol",51.4565459,-2.5853798,OPERATIONAL,0345 050 7080,+44 345 050 7080,https://www.ncp.co.uk/find-a-car-park/car-parks/bristol-broadmead/,"{""open_now"": true, ""periods"": [{""open"": {""day"": 0, ""time"": ""0000""}}], ""weekday_text"": [""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]}",AcnlKN2BpTsxE3BHLJ2Znc3-WmMobSZczOqv2yswOZvBt6d71eF9kzDoPdaQ9JC2LClex0MENXP73OErgiwRKjAJNcgqJiMTy6MUsQXFdrfraubU3yhmlhgIevYWXqttHXyhp1Rh4RxgWrFzmia4JB7LBlZTIGuI3dij1jCfpEV99a61G0Lv4KPUVXMX3bNAehDx8yDXAn4DhY9sY2XRaI08_SIa55oRt0Le0K3sXI24Z5Gd6ShxP890b0UUaz4QGyJtFlANjR62gpXGzEx0VurcLEI_9sUoBmhk6NcEbh31_ZmVlOGBra_GEDA3NSHKkrdR63WEyDm_bH4EqRqhPTLqXFM_VPnPRspRbt-uoRBytAaW30cUhXPTS-_Pb4Ola6_WjHI4cwuXpE6e3Li47kLcNH_IA6k54ep0C_9MNNhXXt1HSQ,,OSM
123969936,way,NQ64,bar,,,,Baldwin Street,14-16,BS1 1SE,,https://nq64.co.uk/,,,,,no,51.4532436,-2.5959299,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJEfifiVmNcUgRU4MIsdfmqtI,NQ64 Arcade Bar - Bristol,"bar,point_of_interest,establishment",4.6,590,2,"14-16 Baldwin St, Bristol",51.4532646,-2.5958656,OPERATIONAL,0161 359 9405,+44 161 359 9405,http://www.nq64.co.uk/bristol,"{""open_now"": false, ""periods"": [{""close"": {""day"": 1, ""time"": ""0230""}, ""open"": {""day"": 0, ""time"": ""1100""}}, {""close"": {""day"": 2, ""time"": ""0200""}, ""open"": {""day"": 1, ""time"": ""1600""}}, {""close"": {""day"": 3, ""time"": ""0200""}, ""open"": {""day"": 2, ""time"": ""1600""}}, {""close"": {""day"": 4, ""time"": ""0200""}, ""open"": {""day"": 3, ""time"": ""1600""}}, {""close"": {""day"": 5, ""time"": ""0230""}, ""open"": {""day"": 4, ""time"": ""1600""}}, {""close"": {""day"": 6, ""time"": ""0230""}, ""open"": {""day"": 5, ""time"": ""1500""}}, {""close"": {""day"": 0, ""time"": ""0230""}, ""open"": {""day"": 6, ""time"": ""1200""}}], ""weekday_text"": [""Monday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Tuesday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Wednesday: 4:00\u202fPM\u2009\u2013\u20092:00\u202fAM"", ""Thursday: 4:00\u202fPM\u2009\u2013\u20092:30\u202fAM"", ""Friday: 3:00\u202fPM\u2009\u2013\u20092:30\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u20092:30\u202fAM"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20092:30\u202fAM""]}",AcnlKN0xh8_NoO1dpnT2_7OOCZQYXT7aNMuhweSUQnlElnxT0QhPklN6DgZyOAWhlvcENzTnuluF5fYtP7RFVbFUE-AtgfzEYx652bXjWrEUooWILxqLSSpzkXEeMJ-6fGsr8OuJEWfLJEu_lw043irFZ2dFmOdXN7XlhItWSPQAKxN1tSVpikWQH9gyWJ7DRU7Uh0XIut7xkaz0lRAcKBxKwED4G0nkav4IStBfKtR5Nyc5bdLj4RA-wTWvaiCANDv8tAgvqqDPo1u4UmDB3V9aam8ZMFFSg64c8kNHROEUTDFO1lh0_23wVIhiYg9uqjYYSA3AaQM1TowhgkbAJjdfiFq3HyXJ8TdoWHmoYvBk4mL4qe11QMzSVl4kOGIXMs3GuTvE-TrICyn5089Ljt1W4YsCxV08gQeaIdcqm71nf5iCtw,,OSM
529562451,way,Nadine's Caribbean Cafe,cafe,,,,Stapleton Road,5,BS5 0QR,,,,,,,,51.459181,-2.5763521,BS2 0,Lawrence Hill,Bristol East,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJ81QhiHKOcUgRs1OdNt24tr8,Nadine's Carribean Cafe,"restaurant,point_of_interest,food,establishment",4.5,263,,"5 Stapleton Rd, Easton, Bristol",51.4591826,-2.5762998,OPERATIONAL,0117 431 4071,+44 117 431 4071,http://nadinescaribbeancafe.co.uk/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1900""}, ""open"": {""day"": 0, ""time"": ""1100""}}, {""close"": {""day"": 1, ""time"": ""2000""}, ""open"": {""day"": 1, ""time"": ""1100""}}, {""close"": {""day"": 2, ""time"": ""2000""}, ""open"": {""day"": 2, ""time"": ""1100""}}, {""close"": {""day"": 3, ""time"": ""2000""}, ""open"": {""day"": 3, ""time"": ""1100""}}, {""close"": {""day"": 4, ""time"": ""2000""}, ""open"": {""day"": 4, ""time"": ""1100""}}, {""close"": {""day"": 5, ""time"": ""2000""}, ""open"": {""day"": 5, ""time"": ""1100""}}], ""weekday_text"": [""Monday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u20098:00\u202fPM"", ""Saturday: Closed"", ""Sunday: 11:00\u202fAM\u2009\u2013\u20097:00\u202fPM""]}",AcnlKN2dEeVf6m9JBRyfdRRdRcKy_77O0-m2cqvmSD6O7FKJBM45fSJOqdseF5buyrvc8E3waaccNVz6jniKXJoSEAeBzX_th1KBEABCD5TkhH1SxgaiZJMOSPl0QzagQ1Dy3oVBAn6TYVfL4gnLwweLpPx0Ls3w2j9imU91lMTAfDUHCPfsIpgIkoTQu58tMYeyIR3TnbXWjt0H99KQ9996wrXBp2MjS19WRLFmiatWqJGcQ40S_q1_y05LCrvPvH84owjIHHoPOczYAmARGe2KHUJlpAIH0rkmC5C1jXcW8FBdow,,OSM
108832767,way,Nadu,restaurant,,,,Stokes Croft,77-79,BS1 3RD,,,,,,,,51.4629712,-2.5901549,BS2 8,Ashley,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJYwiSHFGPcUgRhC6CpjlZOOs,Nadu,"restaurant,point_of_interest,food,establishment",4.7,808,2,"77-79 Stokes Croft, Bristol",51.4629598,-2.5901246,OPERATIONAL,0117 944 6045,+44 117 944 6045,https://www.nadubristol.com/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""2330""}, ""open"": {""day"": 0, ""time"": ""1200""}}, {""close"": {""day"": 1, ""time"": ""2330""}, ""open"": {""day"": 1, ""time"": ""1700""}}, {""close"": {""day"": 2, ""time"": ""2330""}, ""open"": {""day"": 2, ""time"": ""1700""}}, {""close"": {""day"": 3, ""time"": ""2330""}, ""open"": {""day"": 3, ""time"": ""1700""}}, {""close"": {""day"": 4, ""time"": ""2330""}, ""open"": {""day"": 4, ""time"": ""1700""}}, {""close"": {""day"": 6, ""time"": ""0000""}, ""open"": {""day"": 5, ""time"": ""1200""}}, {""close"": {""day"": 0, ""time"": ""0030""}, ""open"": {""day"": 6, ""time"": ""1200""}}], ""weekday_text"": [""Monday: 5:00\u2009\u2013\u200911:30\u202fPM"", ""Tuesday: 5:00\u2009\u2013\u200911:30\u202fPM"", ""Wednesday: 5:00\u2009\u2013\u200911:30\u202fPM"", ""Thursday: 5:00\u2009\u2013\u200911:30\u202fPM"", ""Friday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u200912:30\u202fAM"", ""Sunday: 12:00\u2009\u2013\u200911:30\u202fPM""]}",AcnlKN2W-dNe9eSVvcrb_6GmjiDQj9VPqv2XbG1FJtH8r-bdAqFMLQJYc9Hwi1ngr_puqbs9GEbMgiFOQMYLN7sPYo1btfyVjG-gf_kxbEu3bwRt8HENBYyN03D48Q-WbWlK-rFQvCOvOPhXs7mZthElScyOXszFQoevL-le5k1NHSFNCcbrvanEUSgPNcWhh5rQAgtZfb9L-iDa5FDNAaZuLAmbz1uf_2Tqyhbn7qQJREkh9VjCrS6nYnGEJMfZmHu-pXxaYt4owL_CPqMBz-ITsgfwDnL3BMI87F9HKqySnByPEQ,,OSM
